"priority_rank","ignore_rank","warehouse","category","priority_score","completed_stays","historical_long_stays","historical_long_stay_rate_pct","open_stays","open_long_stays","open_long_stay_rate_pct","max_open_dwell_hours"
NULL,1,"yellamanchilihub_ylm vishakhapatnam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yellamanchilihubtemp_ylm vishakhapatnam","Ignore",0.00,1,0,0.00,1,0,0.00,15.28
NULL,1,"yemmiganur, yemmiganur, andhra pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,42.59
NULL,1,"yemmiganurhub_ymn adoni","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yernagudemhub_rjy east godavari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yesh medical gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yogendrasinh kirana gandhinagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"yogesh home bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yogesh kumar divakar gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"yug store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"zaheerabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"zaheerabadhub_zbd zaheerabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"zahir kirana store nadiad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"zala home jetpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"zienuobadze, kohima, nagaland","Ignore",0.00,0,0,0.00,2,0,0.00,32.38
NULL,1,"zira","Ignore",0.00,0,0,0.00,1,0,0.00,14.77
NULL,1,"zirakhpur","Ignore",0.00,5,0,0.00,10,0,0.00,26.78
NULL,1,"zirakpur","Ignore",0.00,10,0,0.00,1,0,0.00,24.32
NULL,1,"zirakpur - zkp","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"zirakpur (zkpr)","Ignore",0.00,14,0,0.00,0,0,0.00,0.00
NULL,1,"zirakpur, mohali, punjab","Ignore",0.00,0,0,0.00,2,0,0.00,38.79
NULL,1,"zirapur, zirapur, madhya pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,15.51
NULL,1,"ziroodh_zir ziro","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"0","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"rnc/brt-tml, ranchi, jharkhand","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rnc/kdr, ranchi, jharkhand","Ignore",0.00,0,0,0.00,1,0,0.00,34.78
NULL,1,"rnc/kkr, ranchi, jharkhand","Ignore",0.00,0,0,0.00,2,0,0.00,26.19
NULL,1,"rnc/knk, ranchi, jharkhand","Ignore",0.00,1,0,0.00,1,0,0.00,19.97
NULL,1,"robertganj","Ignore",0.00,0,0,0.00,1,0,0.00,15.53
NULL,1,"robertsganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"robertsganjhub_rob robertsganj","Ignore",0.00,0,0,0.00,1,0,0.00,14.43
NULL,1,"rockfortcityhub_trz trichy","Ignore",0.00,1,0,0.00,1,0,0.00,14.39
NULL,1,"rocks master kirana hyderabad","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"roha","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rohahub_rha roha","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohini service centre","Ignore",0.00,0,0,0.00,2,0,0.00,31.80
NULL,1,"rohinihub_del","Ignore",0.00,14,0,0.00,0,0,0.00,0.00
NULL,1,"rohinihub_del delhi","Ignore",0.00,59,0,0.00,0,0,0.00,0.00
NULL,1,"rohit aggarwal gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohit enterprises panvel","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohit store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohru","Ignore",0.00,0,0,0.00,1,0,0.00,17.80
NULL,1,"rohruodh_roh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohtak hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rohtak hub rohtak","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"rohtak, rohtak, haryana","Ignore",0.00,0,0,0.00,6,0,0.00,15.16
NULL,1,"romanchal sahu bhawanipatna","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ronak store rourkela","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ronit shop gurgaon","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"roorkee","Ignore",0.00,5,0,0.00,3,0,0.00,17.07
NULL,1,"roorkeehub_hrd roorkee","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"ropar","Ignore",0.00,2,0,0.00,1,0,0.00,15.13
NULL,1,"rosera","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"roserahub_roa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"roserahub_roa rosera","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"roshan enterprises guna","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"roshani goud bhawanipatna","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"roshanpurhub_mee meerut","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rots","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rourkela, odisha, in","Ignore",0.00,0,0,0.00,2,0,0.00,15.02
NULL,1,"rourkela, rourkela, orissa","Ignore",0.00,0,0,0.00,1,0,0.00,15.64
NULL,1,"rourkelatownmdh_rrk rourkela","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"royapuramhub_chn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rpr/bhn, raipur, chhattisgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rpr/bht, raipur, chhattisgarh","Ignore",0.00,0,0,0.00,3,0,0.00,19.06
NULL,1,"rr district","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rsc/banswara, banswara, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,15.48
NULL,1,"rsc/dharmapuri, mancherial, telangana","Ignore",0.00,0,0,0.00,1,0,0.00,14.61
NULL,1,"rsc/farrukhabad, farrukhabad, uttar pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,32.98
NULL,1,"rsc/hanumangarh, hanumangarh, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,14.34
NULL,1,"rsc/jhunjhunu, jhunjhunu, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,16.48
NULL,1,"rsc/rishikesh, rishikesh, uttarakhand","Ignore",0.00,0,0,0.00,1,0,0.00,16.73
NULL,1,"rsc/siddipet, siddipet, telangana","Ignore",0.00,0,0,0.00,1,0,0.00,14.87
NULL,1,"rsc/tarn taran sahib, tarn taran sahib, punjab","Ignore",0.00,0,0,0.00,1,0,0.00,14.51
NULL,1,"rsc/ujjain, ujjain, madhya pradesh","Ignore",0.00,0,0,0.00,4,0,0.00,14.86
NULL,1,"rtnagar hub","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"rtnagar hub bengaluru","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"rto cpu bhubaneswar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rto cpu kolkata","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"rto cpu mumbai","Ignore",0.00,29,0,0.00,0,0,0.00,0.00
NULL,1,"rto/mkh, nelamangala, karnataka","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"rto/ptd, delhi ncr, delhi","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"rto/rjt, jaipur, rajasthan","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ruby store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rudaigirimdh_rug rudayagiri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rudayagiri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rudra enterprises raigarh(mh)","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rudrapur hub rudrapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rudrapur, rudrapur, uttarakhand","Ignore",0.00,8,0,0.00,3,0,0.00,21.32
NULL,1,"runni saidpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rupam rathaur new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rupana, rupana, punjab","Ignore",0.00,0,0,0.00,1,0,0.00,14.36
NULL,1,"rupnagar","Ignore",0.00,6,0,0.00,2,0,0.00,25.03
NULL,1,"rupnagar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rupnagar hub rupnagar","Ignore",0.00,4,0,0.00,2,0,0.00,15.06
NULL,1,"rupnarayanpurhub_asn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rushika home hosur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"s s suppliers ahmedabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"s. k gupta refrigeration & maneesh gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sachin dabra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sadabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sadabadmdh_hth","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sadabadmdh_hth sadabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sadakat rajpoot kirana gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sadulpur s.o","Ignore",0.00,1,0,0.00,1,0,0.00,25.68
NULL,1,"safdarjung enclave","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"safdarjung etail","Ignore",0.00,11,0,0.00,1,0,0.00,31.68
NULL,1,"safiyabanu kirana dharampur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sagar","Ignore",0.00,6,0,0.00,1,0,0.00,35.43
NULL,1,"sagar home mysore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sagar, sagar, madhya pradesh","Ignore",0.00,1,0,0.00,1,0,0.00,16.98
NULL,1,"sagarcity, sagarcity, karnataka","Ignore",0.00,0,0,0.00,1,0,0.00,21.44
NULL,1,"sagarhub_sgr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sagarhub_sgr sagar","Ignore",0.00,3,0,0.00,3,0,0.00,15.88
NULL,1,"sagarpurhub_del","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"sagarpurhub_del delhi","Ignore",0.00,22,0,0.00,0,0,0.00,0.00
NULL,1,"sagwaramdh_sag sangwara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saha store shyamnagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sahabadhub_amb ambala","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"saharanpur","Ignore",0.00,7,0,0.00,3,0,0.00,30.84
NULL,1,"saharanpur hub","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"saharanpur hub saharanpur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sahibabad hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sahibabad hub ghaziabad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sahibabad, uttar pradesh, in","Ignore",0.00,0,0,0.00,1,0,0.00,15.42
NULL,1,"sahranpur office","Ignore",0.00,0,0,0.00,6,0,0.00,14.70
NULL,1,"sai super laundry belgaum","Ignore",0.00,0,0,0.00,1,0,0.00,15.27
NULL,1,"saibaba kiranam nizamabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saidapura satara, saidapura satara, maharashtra","Ignore",0.00,16,0,0.00,1,0,0.00,17.61
NULL,1,"saidpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saidpurhub_sdp saidpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakaldiha","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saket  e-tail delivery","Ignore",0.00,10,0,0.00,8,0,0.00,15.37
NULL,1,"sakethub_del","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"sakethub_del delhi","Ignore",0.00,37,0,0.00,2,0,0.00,14.70
NULL,1,"sakherbazar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakherbazar hub kolkata","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakhigopal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakhigopalhub_pur sakhigopal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakinaka, mumbai, maharashtra","Ignore",0.00,1,0,0.00,2,0,0.00,14.76
NULL,1,"sakinakasplithub_mum","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sakinakasplithub_mum mumbai","Ignore",0.00,12,0,0.00,0,0,0.00,0.00
NULL,1,"sakthi murugan mobiles tirupur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"salasar, salasar, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,15.25
NULL,1,"salebhataodh_blg","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saleem general store bagalkot","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"salem - sal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"salem hub","Ignore",0.00,213,0,0.00,5,0,0.00,20.03
NULL,1,"salem hub salem","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"salem mini hub","Ignore",0.00,66,0,0.00,0,0,0.00,0.00
NULL,1,"salem, tamil nadu, in","Ignore",0.00,44,0,0.00,2,0,0.00,21.06
NULL,1,"salemmdh_sal salem","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"salempur lar","Ignore",0.00,0,0,0.00,1,0,0.00,14.43
NULL,1,"salempur1, salempur, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,18.92
NULL,1,"salkia hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"salkia hub kolkata","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"salmaben store bodeli","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sals","Ignore",0.00,56,0,0.00,1,0,0.00,38.90
NULL,1,"salt lake bdel","Ignore",0.00,91,0,0.00,7,0,0.00,15.75
NULL,1,"saltlake-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,3,0,0.00,33.85
NULL,1,"samalkot, samalkot, andhra pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,15.32
NULL,1,"samastipur office","Ignore",0.00,0,0,0.00,1,0,0.00,15.42
NULL,1,"samastipur, bihar, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"samaypurbadlihub_del","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"samaypurbadlihub_del gurugram","Ignore",0.00,23,0,0.00,3,0,0.00,16.77
NULL,1,"samba","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sambalpur","Ignore",0.00,9,0,0.00,1,0,0.00,14.55
NULL,1,"sambalpur bdel","Ignore",0.00,0,0,0.00,3,0,0.00,14.67
NULL,1,"sambaodh_smb samba","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sameer courier mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sameer new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sampla","Ignore",0.00,0,0,0.00,3,0,0.00,15.38
NULL,1,"sampurnanagarmdh_khe lakhimpur kheri","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"samrala","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"samralahub_sam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"samralahub_sam samrala","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"samrudhi enterprises pune","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanaswadi, maharashtra, in","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sanathnagar1_hyd","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sanathnagar1_hyd hyderabad","Ignore",0.00,11,0,0.00,0,0,0.00,0.00
NULL,1,"sanaur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sandeep boutique hoshiarpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sandeep kumar sihora","Ignore",0.00,1,0,0.00,1,0,0.00,14.45
NULL,1,"sandeep sisodiya store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sandeep tanwar kirana store saharanpur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sandurhub_snd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sandurhub_snd bellari","Ignore",0.00,1,0,0.00,1,0,0.00,14.39
NULL,1,"sangamnerhub_sgm sangamner","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sangamviharhub_del","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sangamviharhub_del new delhi","Ignore",0.00,5,0,0.00,1,0,0.00,14.39
NULL,1,"sangareddy","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sangareddyhub_skp sangareddy","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sanghvi","Ignore",0.00,3,0,0.00,1,0,0.00,32.77
NULL,1,"sangli","Ignore",0.00,10,0,0.00,4,0,0.00,30.94
NULL,1,"sangli hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sangli hub sangli","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"sangrur","Ignore",0.00,13,0,0.00,0,0,0.00,0.00
NULL,1,"sangrur area office","Ignore",0.00,0,0,0.00,1,0,0.00,34.28
NULL,1,"sangrurhub_snr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sangrurhub_snr sangrur","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"sangrurhubtemp_snr sangrur","Ignore",0.00,4,0,0.00,1,0,0.00,14.90
NULL,1,"sangvihub_pune","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sangvihub_pune pune","Ignore",0.00,12,0,0.00,0,0,0.00,0.00
NULL,1,"sangwara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saniya opticals new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanjauli, sanjauli, himachal pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,14.50
NULL,1,"sanjay mobile new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanjay store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanjeev kumar new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sanju trading panchkula","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sankalp general store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sankar traders pallipat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sankara","Ignore",0.00,3,0,0.00,1,0,0.00,44.22
NULL,1,"sankarapuram","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sankarapuramhub_skp","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sankarapuramhub_skp sankarapuram","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sankeshwar 1, sankeshwar, karnataka","Ignore",0.00,0,0,0.00,1,0,0.00,14.28
NULL,1,"sankhla store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanquelim","Ignore",0.00,0,0,0.00,1,0,0.00,14.34
NULL,1,"sanquelimhub_goa panjim","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sansargarhmdh_sgh mohla","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sant kabir nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"santacruz hub","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"santacruz west, mumbai, maharashtra","Ignore",0.00,1,0,0.00,3,0,0.00,33.36
NULL,1,"santhoshimatha master kirana karimnagar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"santiniketan 1, bolpur, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,15.25
NULL,1,"santipur1, santipur, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.42
NULL,1,"santosh nagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"santosh vilas telore nashik","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"santravidasnagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sanvordem","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sanvordem hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sanvordem hub sanvordem","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saoner, saoner, maharashtra","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"sapthagiri hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sapthagiri hub tirupati","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saqib communication new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saraipalli","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saral ashokkumar tharangambadi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saran","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarangarh","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sarangarhmdh_sgh sarangarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarangpurmdh_sar raigarh","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saranya stores coimbatore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarapaka","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"saraswati provision kirana store beed","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarathbabi east godavari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saravana tiles salem","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saravanampatti / coimbatore","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"saravanampattihub_cjb saravanampatti / coimbatore","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"saravanampatty","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sardarshahar, sardarshahar, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,34.89
NULL,1,"sardhana","Ignore",0.00,1,0,0.00,1,0,0.00,15.25
NULL,1,"sardhanahub_sar sardhana","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarfabadnoidahub_del","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sarfabadnoidahub_del noida","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"sarigam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sarjapura","Ignore",0.00,0,0,0.00,2,0,0.00,16.48
NULL,1,"sarjapurhub_blr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarjapurhub_blr bengaluru","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarjapursplitosh_blr bangalore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sarkaghat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarnath","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sarnath, varanasi, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,14.22
NULL,1,"sarnathhub_vns varanasi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"saroornagarhub_hyd","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"saroornagarhub_hyd hyderabad","Ignore",0.00,16,0,0.00,0,0,0.00,0.00
NULL,1,"saroya beauty zone hisar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarpakamdh_bdm sarapaka","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sarpavaramhub_kkd kakinada","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sartaj store muzaffarnagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sarthebari, barpeta, assam","Ignore",0.00,0,0,0.00,1,0,0.00,39.33
NULL,1,"sarupathar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasalathurodh_alt","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasalathurodh_alt alathur","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"sasanhub_kol kolkata","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasaram","Ignore",0.00,1,0,0.00,1,0,0.00,15.95
NULL,1,"saschallikereodh_chl challakere","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saschemberiodh_che","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saschemberiodh_che kannur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saschembrasseriodh_csr","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"saschembrasseriodh_csr malappuram","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasedappalodh_epp","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasedappalodh_epp edappal","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"saskattappanaodh_ktp","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saskattappanaodh_ktp kattappana","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saskodungallurodh_kll kodungallur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"saskundapurodh_knd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"saskundapurodh_knd udupi","Ignore",0.00,3,0,0.00,1,0,0.00,15.21
NULL,1,"saskunhimangalamodh_kun","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
